查询_8000C码率查询_20160325133831
测量类型:,码率级别 
查询时间:,2016-03-25 00:00:00 - 2016-03-26 00:00:00
制表人:,admin
制表时间:,2016-03-25 13:38:31
序号,开始时间,结束时间,查询粒度,网元位置,VOD用户数,VOD流量(kbps),TVOD用户数,TVOD流量(kbps),TSTV用户数,TSTV流量(kbps)
2954,2016-03-25 09:15:00,2016-03-25 09:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-4",258,525700,205,368688,41,114488
2955,2016-03-25 09:15:00,2016-03-25 09:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-qy",0,0,60,118376,19,52024
2956,2016-03-25 09:15:00,2016-03-25 09:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop2-2",10,16900,1,1632,1,8176
2957,2016-03-25 09:15:00,2016-03-25 09:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop3-1",302,798500,204,362488,36,112352
2958,2016-03-25 09:15:00,2016-03-25 09:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-1",287,699600,178,304216,53,150936
2959,2016-03-25 09:15:00,2016-03-25 09:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-qy",3,5100,85,218568,4,27416
2960,2016-03-25 09:15:00,2016-03-25 09:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=nhpop5-1",438,978300,267,509920,93,269656
2961,2016-03-25 09:15:00,2016-03-25 09:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=nhpop5-qy",371,945700,222,453984,79,240680
2962,2016-03-25 09:15:00,2016-03-25 09:30:00,15分钟,"三期四期扩容,pdpop2-3",0,0,18,36000,0,0
2963,2016-03-25 09:15:00,2016-03-25 09:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_1",35,65800,20,32160,7,14976
2964,2016-03-25 09:15:00,2016-03-25 09:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_2",57,115400,42,69512,16,40760
2965,2016-03-25 09:15:00,2016-03-25 09:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-1",187,398800,193,353112,46,144544
2966,2016-03-25 09:15:00,2016-03-25 09:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-2",335,761600,312,585360,109,322064
2967,2016-03-25 09:15:00,2016-03-25 09:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-1",15,50200,52,269688,51,225976
2968,2016-03-25 09:15:00,2016-03-25 09:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-2",354,861000,297,527416,97,266784
2969,2016-03-25 09:15:00,2016-03-25 09:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-3",392,857800,299,576800,101,305416
2970,2016-03-25 09:15:00,2016-03-25 09:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-4",440,1009000,392,722096,138,406776
2971,2016-03-25 09:15:00,2016-03-25 09:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-1",179,396900,116,207224,31,86712
2972,2016-03-25 09:15:00,2016-03-25 09:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-2",222,443900,130,229000,18,60088
2973,2016-03-25 09:15:00,2016-03-25 09:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-3",291,761300,168,332464,14,40288
2974,2016-03-25 09:15:00,2016-03-25 09:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-4",208,502600,178,319500,50,141500
2975,2016-03-25 09:15:00,2016-03-25 09:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-qy",0,0,68,115680,4,10096
2976,2016-03-25 09:15:00,2016-03-25 09:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-1",1,7900,1,1648,0,0
2977,2016-03-25 09:15:00,2016-03-25 09:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-2",385,914000,269,524400,79,242376
2978,2016-03-25 09:15:00,2016-03-25 09:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-3",432,923500,246,492760,71,213496
2979,2016-03-25 09:15:00,2016-03-25 09:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-4",375,901800,232,439192,61,178056
2980,2016-03-25 09:15:00,2016-03-25 09:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-5",382,909700,185,385360,68,216128
2981,2016-03-25 09:15:00,2016-03-25 09:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-qy",4,12800,121,306208,16,69880
2982,2016-03-25 09:15:00,2016-03-25 09:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-1",268,665500,157,288664,27,72016
2983,2016-03-25 09:15:00,2016-03-25 09:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-2",252,589400,148,266288,34,107136
2984,2016-03-25 09:15:00,2016-03-25 09:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-3",433,1030800,283,525088,84,263848
2985,2016-03-25 09:15:00,2016-03-25 09:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-4",587,1548300,489,916288,139,420792
2986,2016-03-25 09:15:00,2016-03-25 09:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-5",494,1253100,390,769960,122,379656
2987,2016-03-25 09:15:00,2016-03-25 09:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-6",351,1030900,333,635480,87,262008
2988,2016-03-25 09:15:00,2016-03-25 09:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-qy",0,0,0,0,23,70096
2989,2016-03-25 09:15:00,2016-03-25 09:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=xqpop4-1",114,311800,141,294424,30,89920
2990,2016-03-25 09:15:00,2016-03-25 09:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=xqpop4-qy",17,34800,555,1665672,16,85928
2991,2016-03-25 09:15:00,2016-03-25 09:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-1",198,496600,214,384008,34,100272
2992,2016-03-25 09:15:00,2016-03-25 09:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-10",289,809300,226,448168,48,139984
2993,2016-03-25 09:15:00,2016-03-25 09:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-11",6,16500,2,9832,1,2888
2994,2016-03-25 09:15:00,2016-03-25 09:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-2",220,578900,258,505128,61,184376
2995,2016-03-25 09:15:00,2016-03-25 09:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-3",280,722000,305,589928,92,281272
2996,2016-03-25 09:15:00,2016-03-25 09:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-4",7,24100,0,0,0,0
2997,2016-03-25 09:15:00,2016-03-25 09:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-5",238,621300,221,416912,62,179056
2998,2016-03-25 09:15:00,2016-03-25 09:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-6",460,1349900,439,863040,106,311768
2999,2016-03-25 09:15:00,2016-03-25 09:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-7",258,679800,257,475624,69,223088
3000,2016-03-25 09:15:00,2016-03-25 09:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-8",210,555300,224,424544,53,161944
3001,2016-03-25 09:15:00,2016-03-25 09:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-9",297,801900,325,611616,63,202816
3002,2016-03-25 09:15:00,2016-03-25 09:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-qy",8,20100,45,92592,11,47360
3003,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=bqpop3_1",353,872400,313,630880,102,320784
3004,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=bqpop3_2",421,1022100,331,625792,136,382216
3005,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=bqpop4-1",67,211800,267,480432,0,0
3006,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=bqpop4-2",363,851400,329,617072,115,352904
3007,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=bqpop5-1",458,1006100,362,664000,126,383792
3008,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=bqpop5-2",569,1380100,417,873032,180,552848
3009,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=cmpop4-1",278,645200,141,271944,77,212784
3010,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=cmpop5-1",504,1049400,289,505480,153,401320
3011,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=cmpop5-qy",375,666000,114,209984,86,231656
3012,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_1",492,1096500,460,932920,139,404816
3013,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_2",176,390900,208,388368,56,170400
3014,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_qy",200,451100,148,311952,65,235552
3015,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=dqpop4-1",336,761500,386,749800,122,397728
3016,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=dqpop4-2",430,990100,391,716656,136,388288
3017,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=dqpop5-1",475,1060500,372,665520,153,472840
3018,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=dqpop5-2",508,1120800,450,854008,154,452840
3019,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-1",562,1276600,371,681880,115,333304
3020,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-2",619,1373500,380,698064,121,353128
3021,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-3",197,494800,127,221936,26,95688
3022,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-qy",1,1700,69,114936,20,54712
3023,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop2-2",724,1740400,425,790360,166,483552
3024,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop3_1",500,1030800,282,499360,98,281080
3025,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop3_qy",3,11300,200,533072,15,47296
3026,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=jdpop4-1",342,799600,176,342592,86,266528
3027,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=jdpop4-2",456,1046700,294,533744,86,253040
3028,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jdpop5-1",605,1400500,340,639816,127,405248
3029,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jdpop5-2",578,1365700,425,745896,128,353216
3030,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-1",97,220400,88,168544,22,73824
3031,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-2",373,849100,248,418672,33,101704
3032,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-3",211,432600,149,245552,34,95784
3033,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-4",265,581300,203,365408,39,108792
3034,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-qy",0,0,66,130664,18,49168
3035,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop2-2",9,15100,0,0,2,11032
3036,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop3-1",314,818700,221,396696,35,104160
3037,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-1",287,718000,185,328600,52,146800
3038,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-qy",4,6800,84,229992,4,27416
3039,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=nhpop5-1",439,973900,279,520304,94,278064
3040,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=nhpop5-qy",378,976500,227,468984,77,234752
3041,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"三期四期扩容,pdpop2-3",0,0,18,36000,0,0
3042,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_1",38,70800,20,32192,5,11744
3043,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_2",54,110200,44,72344,18,51808
3044,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-1",188,406700,195,368072,46,145800
3045,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-2",340,763500,316,588656,101,299152
3046,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-1",15,43900,65,298872,48,202704
3047,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-2",359,870200,300,530720,92,252464
3048,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-3",409,892700,307,606200,97,293904
3049,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-4",469,1076800,413,751544,133,401464
3050,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-1",177,387100,119,212256,31,86712
3051,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-2",230,457600,129,227352,16,54328
3052,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-3",292,775300,167,336224,14,40280
3053,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-4",218,525900,175,308300,51,144000
3054,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-qy",0,0,66,109960,4,10096
3055,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-1",1,7900,1,1648,0,0
3056,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-2",382,902800,281,563408,74,227944
3057,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-3",445,932800,245,497712,69,207736
3058,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-4",375,920100,241,469600,60,173960
3059,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-5",378,883700,196,404296,70,220648
3060,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-qy",2,9600,125,318168,18,75592
3061,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-1",286,689500,157,314872,29,80128
3062,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-2",259,601100,156,282088,33,105552
3063,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-3",456,1088300,303,556656,84,263840
3064,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-4",591,1611200,527,995832,133,408848
3065,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-5",520,1329200,404,777888,112,345704
3066,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-6",358,1092000,345,656016,84,248128
3067,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-qy",0,0,0,0,22,67232
3068,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=xqpop4-1",115,313500,154,322072,28,84080
3069,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=xqpop4-qy",18,36800,609,1929168,15,77784
3070,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-1",204,500900,208,374152,34,100248
3071,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-10",302,844400,235,469520,48,139960
3072,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-11",7,17900,3,11480,1,2888
3073,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-2",221,605300,258,515760,54,169712
3074,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-3",294,751400,331,648472,87,261608
3075,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-4",8,31500,0,0,0,0
3076,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-5",243,642100,218,410960,58,168704
3077,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-6",467,1367900,468,919920,103,304312
3078,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-7",265,679100,265,501936,67,215896
3079,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-8",224,597400,243,463312,52,159064
3080,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-9",322,848900,331,650184,65,208576
3081,2016-03-25 09:30:00,2016-03-25 09:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-qy",9,27500,48,105632,11,47360
3082,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=bqpop3_1",371,896800,327,653728,97,306504
3083,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=bqpop3_2",432,1046500,345,653616,133,372504
3084,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=bqpop4-1",67,206100,282,502176,0,0
3085,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=bqpop4-2",375,896600,360,675016,111,341472
3086,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=bqpop5-1",482,1102100,383,697120,117,357736
3087,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=bqpop5-2",582,1415000,441,930064,176,542792
3088,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=cmpop4-1",284,655200,145,279728,77,212760
3089,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=cmpop5-1",502,1064700,295,515432,151,395592
3090,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=cmpop5-qy",366,650500,115,211576,89,240240
3091,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_1",503,1146700,486,988840,132,383728
3092,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_2",186,420400,222,413040,56,170400
3093,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_qy",202,454700,156,324832,61,224120
3094,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=dqpop4-1",351,786800,408,801496,112,369152
3095,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=dqpop4-2",443,1037000,408,731336,131,373904
3096,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=dqpop5-1",501,1123500,379,693136,150,469384
3097,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=dqpop5-2",514,1174500,471,895256,150,446616
3098,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-1",570,1296500,378,679360,111,324296
3099,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-2",617,1388600,377,694912,123,358856
3100,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-3",211,517900,128,224856,25,92816
3101,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-qy",1,1700,75,123608,21,57568
3102,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop2-2",735,1821400,426,803504,168,505248
3103,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop3_1",518,1073300,286,507240,97,276936
3104,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop3_qy",3,11300,201,532384,16,50168
3105,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=jdpop4-1",340,783600,185,350680,87,269384
3106,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=jdpop4-2",466,1056700,301,549272,83,243248
3107,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jdpop5-1",625,1477000,347,660336,124,391232
3108,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jdpop5-2",598,1339700,443,790776,131,360536
3109,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-1",100,219400,83,161640,23,76696
3110,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-2",372,848200,259,429152,33,101640
3111,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-3",216,447300,144,245120,33,92904
3112,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-4",277,615000,209,375152,39,108920
3113,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-qy",1,1700,68,132728,16,43456
3114,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop2-2",5,8400,0,0,2,11032
3115,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop3-1",324,848400,237,431568,31,92720
3116,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-1",297,716500,193,333464,50,141072
3117,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-qy",6,10200,87,248088,4,27416
3118,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=nhpop5-1",454,1005700,286,527816,91,269416
3119,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=nhpop5-qy",380,986600,228,470480,80,242152
3120,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"三期四期扩容,pdpop2-3",0,0,18,36000,0,0
3121,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_1",38,70600,17,27360,6,14608
3122,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_2",56,113700,47,83672,18,51808
3123,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-1",194,429300,209,384608,46,147016
3124,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-2",352,783700,318,600224,98,289360
3125,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-1",12,32800,75,340120,50,209656
3126,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-2",370,882700,312,542304,92,253664
3127,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-3",428,961900,315,620384,97,293928
3128,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-4",480,1108200,437,794584,136,410176
3129,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-1",172,366300,116,208520,31,86696
