序号,开始时间,结束时间,查询粒度,网元位置,总容量(MB),剩余容量(MB)
669,2016-07-27 09:15:00,2016-07-27 09:30:00,15分钟,核心8000H,15254336,7694315
670,2016-07-27 09:15:00,2016-07-27 09:30:00,15分钟,"七期扩容,dqpop6-2",3813658,839252
671,2016-07-27 09:15:00,2016-07-27 09:30:00,15分钟,"七期扩容,dqpop6-4",3813612,3243488
672,2016-07-27 09:15:00,2016-07-27 09:30:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
673,2016-07-27 09:15:00,2016-07-27 09:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,865008
674,2016-07-27 09:15:00,2016-07-27 09:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,762953
675,2016-07-27 09:15:00,2016-07-27 09:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,784735
676,2016-07-27 09:15:00,2016-07-27 09:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,761412
677,2016-07-27 09:15:00,2016-07-27 09:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,762717
678,2016-07-27 09:15:00,2016-07-27 09:30:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
679,2016-07-27 09:15:00,2016-07-27 09:30:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
680,2016-07-27 09:15:00,2016-07-27 09:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,758014
681,2016-07-27 09:15:00,2016-07-27 09:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,839034
682,2016-07-27 09:15:00,2016-07-27 09:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,958574
683,2016-07-27 09:15:00,2016-07-27 09:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,789760
684,2016-07-27 09:15:00,2016-07-27 09:30:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
685,2016-07-27 09:30:00,2016-07-27 09:45:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
686,2016-07-27 09:30:00,2016-07-27 09:45:00,15分钟,核心8000H,15254336,7699522
687,2016-07-27 09:30:00,2016-07-27 09:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,791854
688,2016-07-27 09:30:00,2016-07-27 09:45:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
689,2016-07-27 09:30:00,2016-07-27 09:45:00,15分钟,"七期扩容,dqpop6-4",3813612,3245683
690,2016-07-27 09:30:00,2016-07-27 09:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,765260
691,2016-07-27 09:30:00,2016-07-27 09:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,762114
692,2016-07-27 09:30:00,2016-07-27 09:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,840770
693,2016-07-27 09:30:00,2016-07-27 09:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,960080
694,2016-07-27 09:30:00,2016-07-27 09:45:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
695,2016-07-27 09:30:00,2016-07-27 09:45:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
696,2016-07-27 09:30:00,2016-07-27 09:45:00,15分钟,"七期扩容,dqpop6-2",3813658,841807
697,2016-07-27 09:30:00,2016-07-27 09:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,785668
698,2016-07-27 09:30:00,2016-07-27 09:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,765035
699,2016-07-27 09:30:00,2016-07-27 09:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,763020
700,2016-07-27 09:30:00,2016-07-27 09:45:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
701,2016-07-27 09:30:00,2016-07-27 09:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,866610
702,2016-07-27 09:30:00,2016-07-27 09:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,803103
703,2016-07-27 09:45:00,2016-07-27 10:00:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
704,2016-07-27 09:45:00,2016-07-27 10:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,838946
705,2016-07-27 09:45:00,2016-07-27 10:00:00,15分钟,核心8000H,15254336,7694282
706,2016-07-27 09:45:00,2016-07-27 10:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,783678
707,2016-07-27 09:45:00,2016-07-27 10:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,759329
708,2016-07-27 09:45:00,2016-07-27 10:00:00,15分钟,"七期扩容,dqpop6-2",3813658,839176
709,2016-07-27 09:45:00,2016-07-27 10:00:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
710,2016-07-27 09:45:00,2016-07-27 10:00:00,15分钟,"七期扩容,dqpop6-4",3813612,3243491
711,2016-07-27 09:45:00,2016-07-27 10:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,789719
712,2016-07-27 09:45:00,2016-07-27 10:00:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
713,2016-07-27 09:45:00,2016-07-27 10:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,801323
714,2016-07-27 09:45:00,2016-07-27 10:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,958014
715,2016-07-27 09:45:00,2016-07-27 10:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,864954
716,2016-07-27 09:45:00,2016-07-27 10:00:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
717,2016-07-27 09:45:00,2016-07-27 10:00:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
718,2016-07-27 09:45:00,2016-07-27 10:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,761352
719,2016-07-27 09:45:00,2016-07-27 10:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,762865
720,2016-07-27 09:45:00,2016-07-27 10:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,762666
721,2016-07-27 10:00:00,2016-07-27 10:15:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
722,2016-07-27 10:00:00,2016-07-27 10:15:00,15分钟,"七期扩容,dqpop6-4",3813612,3245691
723,2016-07-27 10:00:00,2016-07-27 10:15:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
724,2016-07-27 10:00:00,2016-07-27 10:15:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
725,2016-07-27 10:00:00,2016-07-27 10:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,802917
726,2016-07-27 10:00:00,2016-07-27 10:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,787477
727,2016-07-27 10:00:00,2016-07-27 10:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,866540
728,2016-07-27 10:00:00,2016-07-27 10:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,791791
729,2016-07-27 10:00:00,2016-07-27 10:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,762942
730,2016-07-27 10:00:00,2016-07-27 10:15:00,15分钟,"七期扩容,dqpop6-2",3813658,841688
731,2016-07-27 10:00:00,2016-07-27 10:15:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
732,2016-07-27 10:00:00,2016-07-27 10:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,840731
733,2016-07-27 10:00:00,2016-07-27 10:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,762266
734,2016-07-27 10:00:00,2016-07-27 10:15:00,15分钟,核心8000H,15254336,7699526
735,2016-07-27 10:00:00,2016-07-27 10:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,959502
736,2016-07-27 10:00:00,2016-07-27 10:15:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
737,2016-07-27 10:00:00,2016-07-27 10:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,764906
738,2016-07-27 10:00:00,2016-07-27 10:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,765167
739,2016-07-27 10:15:00,2016-07-27 10:30:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
740,2016-07-27 10:15:00,2016-07-27 10:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,800934
741,2016-07-27 10:15:00,2016-07-27 10:30:00,15分钟,"七期扩容,dqpop6-2",3813658,839062
742,2016-07-27 10:15:00,2016-07-27 10:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,789870
743,2016-07-27 10:15:00,2016-07-27 10:30:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
744,2016-07-27 10:15:00,2016-07-27 10:30:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
745,2016-07-27 10:15:00,2016-07-27 10:30:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
746,2016-07-27 10:15:00,2016-07-27 10:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,838927
747,2016-07-27 10:15:00,2016-07-27 10:30:00,15分钟,核心8000H,15254336,7694282
748,2016-07-27 10:15:00,2016-07-27 10:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,762587
749,2016-07-27 10:15:00,2016-07-27 10:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,864909
750,2016-07-27 10:15:00,2016-07-27 10:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,762768
751,2016-07-27 10:15:00,2016-07-27 10:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,785214
752,2016-07-27 10:15:00,2016-07-27 10:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,957378
753,2016-07-27 10:15:00,2016-07-27 10:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,761302
754,2016-07-27 10:15:00,2016-07-27 10:30:00,15分钟,"七期扩容,dqpop6-4",3813612,3243491
755,2016-07-27 10:15:00,2016-07-27 10:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,759230
756,2016-07-27 10:15:00,2016-07-27 10:30:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
757,2016-07-27 10:30:00,2016-07-27 10:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,762210
758,2016-07-27 10:30:00,2016-07-27 10:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,959005
759,2016-07-27 10:30:00,2016-07-27 10:45:00,15分钟,"七期扩容,dqpop6-4",3813612,3245677
760,2016-07-27 10:30:00,2016-07-27 10:45:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
761,2016-07-27 10:30:00,2016-07-27 10:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,762896
762,2016-07-27 10:30:00,2016-07-27 10:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,765165
763,2016-07-27 10:30:00,2016-07-27 10:45:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
764,2016-07-27 10:30:00,2016-07-27 10:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,764844
765,2016-07-27 10:30:00,2016-07-27 10:45:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
766,2016-07-27 10:30:00,2016-07-27 10:45:00,15分钟,核心8000H,15254336,7699480
767,2016-07-27 10:30:00,2016-07-27 10:45:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
768,2016-07-27 10:30:00,2016-07-27 10:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,791980
769,2016-07-27 10:30:00,2016-07-27 10:45:00,15分钟,"七期扩容,dqpop6-2",3813658,841580
770,2016-07-27 10:30:00,2016-07-27 10:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,840646
771,2016-07-27 10:30:00,2016-07-27 10:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,786498
772,2016-07-27 10:30:00,2016-07-27 10:45:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
773,2016-07-27 10:30:00,2016-07-27 10:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,802560
774,2016-07-27 10:30:00,2016-07-27 10:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,866484
775,2016-07-27 10:45:00,2016-07-27 11:00:00,15分钟,"七期扩容,dqpop6-2",3813658,838966
776,2016-07-27 10:45:00,2016-07-27 11:00:00,15分钟,"七期扩容,dqpop6-4",3813612,3243499
777,2016-07-27 10:45:00,2016-07-27 11:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,784048
778,2016-07-27 10:45:00,2016-07-27 11:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,800711
779,2016-07-27 10:45:00,2016-07-27 11:00:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
780,2016-07-27 10:45:00,2016-07-27 11:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,762569
781,2016-07-27 10:45:00,2016-07-27 11:00:00,15分钟,核心8000H,15254336,7694249
782,2016-07-27 10:45:00,2016-07-27 11:00:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
783,2016-07-27 10:45:00,2016-07-27 11:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,956851
784,2016-07-27 10:45:00,2016-07-27 11:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,864829
785,2016-07-27 10:45:00,2016-07-27 11:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,762700
786,2016-07-27 10:45:00,2016-07-27 11:00:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
787,2016-07-27 10:45:00,2016-07-27 11:00:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
788,2016-07-27 10:45:00,2016-07-27 11:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,759633
789,2016-07-27 10:45:00,2016-07-27 11:00:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
790,2016-07-27 10:45:00,2016-07-27 11:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,838740
791,2016-07-27 10:45:00,2016-07-27 11:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,789805
792,2016-07-27 10:45:00,2016-07-27 11:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,761232
793,2016-07-27 11:00:00,2016-07-27 11:15:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
794,2016-07-27 11:00:00,2016-07-27 11:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,762833
795,2016-07-27 11:00:00,2016-07-27 11:15:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
796,2016-07-27 11:00:00,2016-07-27 11:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,802367
797,2016-07-27 11:00:00,2016-07-27 11:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,840426
798,2016-07-27 11:00:00,2016-07-27 11:15:00,15分钟,"七期扩容,dqpop6-2",3813658,841544
799,2016-07-27 11:00:00,2016-07-27 11:15:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
800,2016-07-27 11:00:00,2016-07-27 11:15:00,15分钟,"七期扩容,dqpop6-4",3813612,3245701
801,2016-07-27 11:00:00,2016-07-27 11:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,765209
802,2016-07-27 11:00:00,2016-07-27 11:15:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
803,2016-07-27 11:00:00,2016-07-27 11:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,785842
804,2016-07-27 11:00:00,2016-07-27 11:15:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
805,2016-07-27 11:00:00,2016-07-27 11:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,764767
806,2016-07-27 11:00:00,2016-07-27 11:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,866408
807,2016-07-27 11:00:00,2016-07-27 11:15:00,15分钟,核心8000H,15254336,7699551
808,2016-07-27 11:00:00,2016-07-27 11:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,791877
809,2016-07-27 11:00:00,2016-07-27 11:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,958484
810,2016-07-27 11:00:00,2016-07-27 11:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,762575
811,2016-07-27 11:15:00,2016-07-27 11:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,865156
812,2016-07-27 11:15:00,2016-07-27 11:30:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
813,2016-07-27 11:15:00,2016-07-27 11:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,838677
814,2016-07-27 11:15:00,2016-07-27 11:30:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
815,2016-07-27 11:15:00,2016-07-27 11:30:00,15分钟,"七期扩容,dqpop6-2",3813658,838903
816,2016-07-27 11:15:00,2016-07-27 11:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,800547
817,2016-07-27 11:15:00,2016-07-27 11:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,761165
818,2016-07-27 11:15:00,2016-07-27 11:30:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
819,2016-07-27 11:15:00,2016-07-27 11:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,762618
820,2016-07-27 11:15:00,2016-07-27 11:30:00,15分钟,"七期扩容,dqpop6-4",3813612,3243509
821,2016-07-27 11:15:00,2016-07-27 11:30:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
822,2016-07-27 11:15:00,2016-07-27 11:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,783861
823,2016-07-27 11:15:00,2016-07-27 11:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,790253
824,2016-07-27 11:15:00,2016-07-27 11:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,759632
825,2016-07-27 11:15:00,2016-07-27 11:30:00,15分钟,核心8000H,15254336,7694406
826,2016-07-27 11:15:00,2016-07-27 11:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,956594
827,2016-07-27 11:15:00,2016-07-27 11:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,762556
828,2016-07-27 11:15:00,2016-07-27 11:30:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
829,2016-07-27 11:30:00,2016-07-27 11:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,867003
830,2016-07-27 11:30:00,2016-07-27 11:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,958288
831,2016-07-27 11:30:00,2016-07-27 11:45:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
832,2016-07-27 11:30:00,2016-07-27 11:45:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
833,2016-07-27 11:30:00,2016-07-27 11:45:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
834,2016-07-27 11:30:00,2016-07-27 11:45:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
835,2016-07-27 11:30:00,2016-07-27 11:45:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
836,2016-07-27 11:30:00,2016-07-27 11:45:00,15分钟,"七期扩容,dqpop6-4",3813612,3245714
837,2016-07-27 11:30:00,2016-07-27 11:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,840284
838,2016-07-27 11:30:00,2016-07-27 11:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,792113
839,2016-07-27 11:30:00,2016-07-27 11:45:00,15分钟,核心8000H,15254336,7699681
840,2016-07-27 11:30:00,2016-07-27 11:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,762471
841,2016-07-27 11:30:00,2016-07-27 11:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,785694
842,2016-07-27 11:30:00,2016-07-27 11:45:00,15分钟,"七期扩容,dqpop6-2",3813658,841299
843,2016-07-27 11:30:00,2016-07-27 11:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,762624
844,2016-07-27 11:30:00,2016-07-27 11:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,764323
845,2016-07-27 11:30:00,2016-07-27 11:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,801968
846,2016-07-27 11:30:00,2016-07-27 11:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,764996
847,2016-07-27 11:45:00,2016-07-27 12:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,799913
848,2016-07-27 11:45:00,2016-07-27 12:00:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
849,2016-07-27 11:45:00,2016-07-27 12:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,838681
850,2016-07-27 11:45:00,2016-07-27 12:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,762163
851,2016-07-27 11:45:00,2016-07-27 12:00:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
852,2016-07-27 11:45:00,2016-07-27 12:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,760749
853,2016-07-27 11:45:00,2016-07-27 12:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,789546
854,2016-07-27 11:45:00,2016-07-27 12:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,759264
855,2016-07-27 11:45:00,2016-07-27 12:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,786228
856,2016-07-27 11:45:00,2016-07-27 12:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,761935
857,2016-07-27 11:45:00,2016-07-27 12:00:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
858,2016-07-27 11:45:00,2016-07-27 12:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,956244
859,2016-07-27 11:45:00,2016-07-27 12:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,865207
860,2016-07-27 11:45:00,2016-07-27 12:00:00,15分钟,"七期扩容,dqpop6-4",3813612,3243509
861,2016-07-27 11:45:00,2016-07-27 12:00:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
862,2016-07-27 11:45:00,2016-07-27 12:00:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
863,2016-07-27 11:45:00,2016-07-27 12:00:00,15分钟,"七期扩容,dqpop6-2",3813658,838710
864,2016-07-27 12:00:00,2016-07-27 12:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,957852
865,2016-07-27 12:00:00,2016-07-27 12:15:00,15分钟,核心8000H,15254336,7699756
866,2016-07-27 12:00:00,2016-07-27 12:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,762435
867,2016-07-27 12:00:00,2016-07-27 12:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,801275
868,2016-07-27 12:00:00,2016-07-27 12:15:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
869,2016-07-27 12:00:00,2016-07-27 12:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,791358
870,2016-07-27 12:00:00,2016-07-27 12:15:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
871,2016-07-27 12:00:00,2016-07-27 12:15:00,15分钟,"七期扩容,dqpop6-4",3813612,3245668
872,2016-07-27 12:00:00,2016-07-27 12:15:00,15分钟,"七期扩容,dqpop6-2",3813658,842028
873,2016-07-27 12:00:00,2016-07-27 12:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,866625
874,2016-07-27 12:00:00,2016-07-27 12:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,763828
875,2016-07-27 12:00:00,2016-07-27 12:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,840256
876,2016-07-27 12:00:00,2016-07-27 12:15:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
877,2016-07-27 12:00:00,2016-07-27 12:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,788783
878,2016-07-27 12:00:00,2016-07-27 12:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,762186
879,2016-07-27 12:00:00,2016-07-27 12:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,764623
880,2016-07-27 12:00:00,2016-07-27 12:15:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
881,2016-07-27 12:00:00,2016-07-27 12:15:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
882,2016-07-27 12:15:00,2016-07-27 12:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,786501
883,2016-07-27 12:15:00,2016-07-27 12:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,760510
884,2016-07-27 12:15:00,2016-07-27 12:30:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
885,2016-07-27 12:15:00,2016-07-27 12:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,762037
886,2016-07-27 12:15:00,2016-07-27 12:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,799190
887,2016-07-27 12:15:00,2016-07-27 12:30:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
888,2016-07-27 12:15:00,2016-07-27 12:30:00,15分钟,核心8000H,15254336,7694581
889,2016-07-27 12:15:00,2016-07-27 12:30:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
890,2016-07-27 12:15:00,2016-07-27 12:30:00,15分钟,"七期扩容,dqpop6-4",3813612,3243473
891,2016-07-27 12:15:00,2016-07-27 12:30:00,15分钟,"七期扩容,dqpop6-2",3813658,839384
