序号,开始时间,结束时间,查询粒度,网元位置,磁盘总容量(MB),磁盘剩余容量(MB)
5380,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-2",122086272,44199079
5381,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-qy",125901468,23882784
5382,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-3",125901468,47253541
5383,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=cmpop5-qy",122086272,39432922
5384,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-2",101102694,35928721
5385,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-1",95379900,24971379
5386,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-3",125901468,51898467
5387,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=bqpop3_1",74396322,17948534
5388,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-4",114455880,24102029
5389,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=xqpop4-1",63900633,22528112
5390,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-2",125901468,45148866
5391,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=cmpop4-1",78211518,27338128
5392,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_1",85841910,21583589
5393,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-qy",123993870,50094268
5394,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-5",123993870,43183862
5395,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-4",125901468,43169966
5396,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=bqpop5-2",122086272,28610912
5397,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-1",125901468,45661198
5398,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-3",114455880,23811087
5399,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop2-2",106825488,47976908
5400,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-5",123993870,45798559
5401,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-3",123993870,56467394
5402,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-4",114455880,44034640
5403,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_2",80119116,24550811
5404,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=jdpop4-1",87749508,30933384
5405,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-11",122086272,52092767
5406,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-qy",120178674,45119733
5407,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=dqpop4-1",125901468,45780585
5408,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jdpop5-1",61993275,20428668
5409,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-2",110640684,33592609
5410,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=nhpop5-qy",123993870,44154254
5411,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-2",120178674,48483856
5412,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=cmpop5-1",59131938,18327557
5413,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=bqpop5-1",55317222,7860274
5414,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_1",80119159,24328960
5415,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-8",125871661,44554063
5416,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jdpop5-2",118271076,19574686
5417,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-3",123993870,41799893
5418,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=dqpop4-2",110640684,54758545
5419,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=bqpop4-2",120178674,58949787
5420,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=bqpop3_2",80119116,18521356
5421,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-6",123993870,40514693
5422,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-2",125901468,42680978
5423,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-1",64854612,22716929
5424,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-1",60085557,20933763
5425,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-qy",122086272,45431542
5426,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-1",56270601,10875048
5427,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-1",101102694,36112354
5428,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-4",125901468,45619294
5429,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-10",125901468,42623721
5430,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-5",120178674,38135307
5431,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-4",123993870,40375418
5432,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-4",18121041,2399616
5433,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"三期四期扩容,pdpop2-3",123993870,70582903
5434,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=xqpop4-qy",121132413,57503674
5435,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-3",125901468,46508043
5436,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=nhpop5-1",61993275,12388555
5437,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-qy",112548282,39602990
5438,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-qy",91564704,37283237
5439,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop3_qy",101102694,22592713
5440,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-2",123993870,44708386
5441,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=jdpop4-2",78211518,15181327
5442,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_2",82026714,16746135
5443,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-3",116363478,44354709
5444,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-9",116303864,38079006
5445,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop3_1",87749508,30661959
5446,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop3-1",76303920,15397131
5447,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=dqpop5-1",61039296,11988972
5448,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-2",110640684,23555499
5449,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-1",125901468,44310653
5450,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-1",125901468,44446840
5451,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-1",125901468,45599704
5452,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-9",116303864,38019920
5453,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-3",114455880,23751553
5454,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-3",125901468,46529278
5455,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-2",110640684,33599272
5456,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-4",114455880,24190454
5457,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-5",123993870,45739526
5458,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-qy",120178674,47893822
5459,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop3-1",76303920,15341801
5460,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=bqpop4-2",120178674,59094164
5461,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=jdpop4-2",78211518,15298806
5462,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=dqpop5-2",122086272,34915469
5463,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=dqpop4-2",110640684,54694032
5464,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=bqpop3_2",80119116,18463351
5465,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-2",120178674,48524357
5466,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-3",123993870,41759715
5467,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_qy",91564704,13708035
5468,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-1",123993870,42048840
5469,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=cmpop5-qy",122086272,39691229
5470,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-2",122086272,44165634
5471,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_1",85841910,21520666
5472,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=cmpop5-1",59131938,18462964
5473,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_2",82026714,16699548
5474,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-6",125901468,43735251
5475,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-3",123993870,56559556
5476,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-4",114455880,43980480
5477,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-qy",123993870,50184705
5478,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-1",60085557,17219789
5479,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-6",123993870,40667503
5480,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-2",101102694,35896682
5481,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=bqpop5-1",55317222,7972545
5482,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-1",95379900,24917796
5483,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-3",125901468,51825105
5484,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_1",80119159,24280739
5485,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-4",125901468,45669851
5486,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-2",125901468,42738619
5487,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-10",125901468,42562015
5488,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-3",125901468,47193665
5489,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-1",64854612,22656255
5490,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=bqpop5-2",122086272,28731656
5491,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-qy",125901468,23887957
5492,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-4",125901468,43250991
5493,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-1",60085557,20950203
5494,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-5",120178674,38081275
5495,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-4",123993870,40294111
5496,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=jdpop4-1",87749508,30871560
5497,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-5",123993870,43116009
5498,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-4",18121041,2437671
5499,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_2",80119116,24495359
5500,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-11",122086272,52231565
5501,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-8",125871661,44494811
5502,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-3",116363478,44299769
5503,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,ZXUSS_VS8000CID=高生直播转码,5722794,4507368
5504,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=dqpop4-1",125901468,45932984
5505,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-qy",122086272,45610999
5506,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=bqpop3_1",74396322,17895785
5507,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-qy",120178674,45355217
5508,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=xqpop4-1",63900633,22854773
5509,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-2",125901468,45080325
5510,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=nhpop5-qy",123993870,44128906
5511,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=dqpop5-1",61039296,11961244
5512,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-1",56270601,10772865
5513,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-qy",91564704,37564061
5514,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop3_qy",101102694,22585007
5515,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jdpop5-2",118271076,19499394
5516,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"三期四期扩容,pdpop2-3",123993870,70520653
5517,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop3_1",87749508,30818477
5518,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jdpop5-1",61993275,20466869
5519,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop2-2",106825488,47988515
5520,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-7",125901468,41837593
5521,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=nhpop5-1",61993275,12329287
5522,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-2",110640684,23502726
5523,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-1",101102694,36037955
5524,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=xqpop4-qy",121132413,57785011
5525,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=cmpop4-1",78211518,27479311
5526,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=bqpop4-1",116363478,41191136
5527,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-2",123993870,44846486
5528,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-qy",112548282,39686242
5529,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-3",123993870,41696392
5530,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-3",123993870,56744292
5531,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop3_1",87749508,30880829
5532,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=bqpop4-2",120178674,59234202
5533,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-1",123993870,42130820
5534,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=cmpop5-qy",122086272,39918976
5535,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-11",122086272,52167357
5536,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-3",125901468,46665842
5537,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"三期四期扩容,pdpop2-3",123993870,70465624
5538,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=xqpop4-1",63900633,22834618
5539,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-2",125901468,45013516
5540,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=nhpop5-qy",123993870,44289753
5541,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-3",116363478,44244715
5542,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-1",60085557,21240358
5543,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-4",125901468,43423510
5544,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-4",114455880,44032306
5545,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=dqpop5-1",61039296,12216214
5546,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-8",125871661,44400544
5547,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-1",56270601,10657680
5548,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=jdpop4-2",78211518,15471410
5549,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-qy",91564704,37714945
5550,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop3_qy",101102694,22743588
5551,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-qy",123993870,50411223
5552,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-1",60085557,17157671
5553,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,ZXUSS_VS8000CID=高生直播转码,5722794,4507368
5554,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-6",123993870,40717250
5555,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-4",114455880,24311008
5556,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-2",101102694,36069781
5557,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=dqpop4-2",110640684,54628928
5558,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-4",123993870,40236218
5559,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-2",110640684,33721732
5560,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-5",120178674,38021881
5561,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jdpop5-1",61993275,20828015
5562,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=dqpop5-2",122086272,34892735
5563,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=dqpop4-1",125901468,46000686
5564,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=bqpop3_2",80119116,18408568
5565,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-qy",122086272,45778789
5566,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=cmpop4-1",78211518,27628824
5567,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_1",85841910,21463401
5568,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-5",123993870,45675741
5569,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=jdpop4-1",87749508,31009003
5570,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-qy",120178674,48102172
5571,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=bqpop3_1",74396322,17824090
5572,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-2",122086272,44367589
5573,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=bqpop4-1",116363478,41066816
5574,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jdpop5-2",118271076,19428432
5575,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=bqpop5-1",55317222,7922241
